timestamp, date, freeze, opened, closed, comments, version age median, version age 10%, bug age median
1470200400,08/03/16,0,52,137,859,645,118,41
1470805200,08/10/16,0,68,157,916,1032,137,48
1471410000,08/17/16,0,109,105,746,706,128,50
1472014800,08/24/16,0,162,100,1064,336,54,49
1472619600,08/31/16,0,84,79,898,959,151,54
1473224400,09/07/16,0,194,127,1124,958,96,59
1473829200,09/14/16,0,40,103,878,876,92,105
1474434000,09/21/16,0,50,86,853,420,87,41
1475038800,09/28/16,0,149,108,950,931,126,48
1475643600,10/05/16,0,42,94,759,733,54,82
1476248400,10/12/16,0,54,118,712,418,134,103
1476853200,10/19/16,0,120,60,1251,805,127,97
1477458000,10/26/16,0,46,150,1422,830,92,88
1478062800,11/02/16,0,73,131,1239,412,45,54
1478667600,11/09/16,0,69,68,1169,747,66,48
1479272400,11/16/16,0,208,9,1482,424,47,41
1479877200,11/23/16,0,100,15,983,785,153,61
1480482000,11/30/16,0,142,15,3121,825,49,55
1481086800,12/07/16,0,45,27,1116,868,96,50
1481691600,12/14/16,0,95,10,1017,369,68,43
1482296400,12/21/16,0,27,16,690,1035,101,42
1482901200,12/28/16,0,43,494,1286,566,57,43
1483506000,01/04/17,0,57,20,788,307,33,49
1484110800,01/11/17,0,94,24,1030,508,39,42
1484715600,01/18/17,1,55,25,892,295,34,41
1485320400,01/25/17,1,92,785,2192,347,61,37
1485925200,02/01/17,1,57,95,837,865,34,38
1486530000,02/08/17,1,45,118,779,524,39,40
1487134800,02/15/17,1,25,127,596,621,61,38
1487739600,02/22/17,1,52,137,782,1045,147,37
1488344400,03/01/17,1,52,92,585,659,76,43
1488949200,03/08/17,1,56,79,712,900,125,38
1489554000,03/15/17,1,61,58,559,1057,102,48
1490158800,03/22/17,1,33,65,527,509,78,34
1490763600,03/29/17,1,26,74,488,1332,88,37
1491368400,04/05/17,1,30,59,443,554,107,36
1491973200,04/12/17,1,18,49,368,1017,272,43
1492578000,04/19/17,1,94,43,642,586,125,33
1493182800,04/26/17,1,36,35,524,389,86,38
1493787600,05/03/17,1,32,56,530,682,119,47
1494392400,05/10/17,1,29,31,409,546,61,43
1494997200,05/17/17,1,17,62,428,372,106,40
1495602000,05/24/17,1,36,46,552,1317,144,37
1496206800,05/31/17,1,29,45,533,315,152,31
1496811600,06/07/17,1,11,45,229,415,138,34
1497416400,06/14/17,1,48,113,826,485,231,13
1498021200,06/21/17,0,87,60,723,439,201,8
1498626000,06/28/17,0,119,115,844,917,217,4
1499230800,07/05/17,0,139,100,825,577,227,2
1499835600,07/12/17,0,75,325,1113,988,231,1
1500440400,07/19/17,0,134,52,552,648,256,0
1501045200,07/26/17,0,0,0,0,0,0,0
